ID;Nome Completo;Gênero;Data de Nascimento;Idade;Estado Civil;Cargo;Departamento;Data de Admissão;Salário (R$);Tipo de Contrato;Escolaridade;Status;Cidade;Estado;Home Office;Avaliação de Desempenho (0-10);Faltas no Ano;Treinamentos Concluídos
822;Kamilly Campos;Outro;2004-06-04;20;Viúvo(a);Contador;Marketing;2020-07-07;3552.07;Temporário;Ensino Médio;Ativo;da Mata;SP;Não;9.7;18;0
823;Fernanda Lima;Feminino;1967-10-07;57;Casado(a);Analista Financeiro;Recursos Humanos;2001-06-08;3090.35;CLT;Superior Completo;Ativo;Sales de Souza;DF;Sim;7.5;3;3
824;Dra. Letícia Ramos;Feminino;2005-02-04;20;Divorciado(a);Analista Financeiro;Financeiro;2008-08-15;4469.63;Temporário;Pós-graduação;Desligado;Gonçalves;BA;Não;0.1;11;9
825;Yago Rezende;Outro;1989-07-09;35;Divorciado(a);Estagiário de TI;Administrativo;2006-04-03;1714.17;Estágio;Ensino Médio;Desligado;Cavalcanti do Galho;DF;Sim;1.5;13;7
826;Diego Pereira;Outro;1993-09-30;31;Casado(a);Auxiliar de Logística;Financeiro;2011-04-29;1521.63;Estágio;Superior Completo;Ativo;Melo;RJ;Sim;9.2;12;3
827;Lorena da Conceição;Feminino;1969-01-08;56;Viúvo(a);Estagiário de TI;Tecnologia da Informação;2004-05-11;1359.19;Temporário;Superior Completo;Desligado;da Costa;GO;Não;9.5;8;9
828;Dra. Alícia Lima;Masculino;1994-02-27;31;Solteiro(a);Designer Gráfico;Logística;2004-11-20;3993.12;CLT;Pós-graduação;Desligado;Freitas;GO;Não;2.9;0;15
829;Maria Luiza Jesus;Outro;1968-04-15;57;Casado(a);Analista Financeiro;Administrativo;2008-05-08;3300.46;Temporário;Superior Incompleto;Desligado;Carvalho de Barros;CE;Não;0.6;9;0
830;Dr. Gustavo Henrique Lima;Feminino;1983-12-30;41;Solteiro(a);Assistente Administrativo;Marketing;2003-02-08;2377.83;CLT;Ensino Médio;Desligado;Costela;PR;Sim;4.3;0;1
831;Marcos Vinicius Gonçalves;Feminino;1997-12-23;27;Casado(a);Auxiliar de Logística;Marketing;2022-12-30;2049.68;PJ;Ensino Médio;Desligado;Novaes;MG;Sim;4.3;2;9
832;Nicole Vieira;Masculino;1994-10-15;30;Solteiro(a);Analista Financeiro;Marketing;2006-12-12;3497.46;Estágio;Pós-graduação;Desligado;Martins do Oeste;RJ;Não;9.2;19;9
833;Pietra Silva;Masculino;1988-06-05;36;Viúvo(a);Auxiliar de Logística;Logística;2002-12-25;1597.42;PJ;Superior Completo;Ativo;Cardoso Verde;PE;Sim;3.0;2;9
834;Sra. Melissa Aragão;Outro;1983-01-04;42;Viúvo(a);Estagiário de TI;Tecnologia da Informação;2008-06-16;1425.58;Estágio;Ensino Médio;Ativo;Correia de Porto;DF;Não;6.9;16;11
835;Guilherme da Mota;Feminino;1973-10-13;51;Divorciado(a);Contador;Financeiro;2025-03-27;4551.26;Estágio;Pós-graduação;Ativo;Barros da Mata;DF;Sim;9.6;13;2
836;Cauê Nunes;Masculino;1973-01-15;52;Divorciado(a);Assistente Administrativo;Logística;2005-09-03;2158.54;PJ;Superior Completo;Ativo;Araújo;PE;Sim;4.0;0;14
837;Juliana Correia;Outro;1989-12-24;35;Viúvo(a);Analista de RH;Recursos Humanos;2010-03-24;2582.04;CLT;Superior Completo;Ativo;Nogueira da Mata;PR;Não;6.9;1;3
838;Renan Pinto;Outro;1974-12-26;50;Solteiro(a);Assistente Administrativo;Logística;2008-12-18;1900.91;Estágio;Superior Incompleto;Ativo;Castro;MG;Não;6.3;0;15
839;Luana Melo;Outro;1982-11-24;42;Casado(a);Desenvolvedor;Recursos Humanos;2002-01-04;4000.11;CLT;Ensino Médio;Ativo;Silva;RS;Sim;4.7;16;14
840;Guilherme Melo;Feminino;1976-06-19;48;Solteiro(a);Desenvolvedor;Marketing;2020-10-16;5213.67;PJ;Superior Incompleto;Desligado;Pinto Alegre;GO;Não;8.6;19;3
841;Sr. Ryan Barbosa;Feminino;1993-01-20;32;Casado(a);Analista de RH;Tecnologia da Informação;2008-10-31;2712.53;PJ;Superior Incompleto;Ativo;Campos;CE;Não;2.9;3;15
842;Clarice Farias;Feminino;1999-05-11;26;Divorciado(a);Contador;Financeiro;2023-08-24;5244.13;CLT;Pós-graduação;Desligado;Porto do Norte;PE;Sim;0.3;14;3
843;Bernardo Souza;Outro;1988-09-01;36;Viúvo(a);Analista de RH;Logística;2013-06-21;2954.14;Estágio;Ensino Médio;Desligado;Gomes;MG;Não;8.8;14;8
844;Mariane Lopes;Masculino;1968-09-19;56;Casado(a);Auxiliar de Logística;Logística;2013-10-14;2099.09;PJ;Superior Completo;Desligado;da Luz de Rodrigues;DF;Sim;1.7;4;11
845;Sr. Benício Monteiro;Outro;1992-07-27;32;Divorciado(a);Analista Financeiro;Administrativo;2017-07-06;4717.33;PJ;Superior Completo;Desligado;Fogaça de Melo;PE;Sim;9.2;20;15
846;Dra. Sarah Lima;Feminino;1990-05-26;34;Viúvo(a);Designer Gráfico;Administrativo;2019-02-09;3106.64;Temporário;Superior Incompleto;Desligado;Costa do Amparo;GO;Não;5.8;12;2
847;Dr. Francisco Duarte;Masculino;1971-06-23;53;Solteiro(a);Gerente de Projetos;Tecnologia da Informação;2008-02-14;7482.7;CLT;Pós-graduação;Desligado;Mendes;BA;Sim;9.8;7;3
848;Bruna Pires;Masculino;2003-02-13;22;Viúvo(a);Contador;Recursos Humanos;2014-12-07;3654.82;Temporário;Ensino Médio;Ativo;Duarte;RJ;Não;7.6;19;0
849;Nicole Fogaça;Masculino;2000-05-14;25;Divorciado(a);Desenvolvedor;Administrativo;2005-06-11;5348.53;PJ;Superior Incompleto;Ativo;Silveira de da Paz;PR;Não;4.4;9;7
850;Breno Lima;Masculino;1984-10-20;40;Casado(a);Contador;Logística;2015-06-07;5521.68;PJ;Ensino Médio;Ativo;da Paz;RJ;Sim;0.3;4;0
851;Ana Sophia Castro;Feminino;1979-06-13;45;Viúvo(a);Designer Gráfico;Logística;2011-04-02;4269.63;Temporário;Superior Incompleto;Desligado;da Costa de Correia;RS;Sim;5.7;15;11
852;André Duarte;Feminino;1997-11-29;27;Casado(a);Desenvolvedor;Financeiro;2023-09-30;5282.54;Estágio;Ensino Médio;Ativo;Rocha de Goiás;MG;Não;1.0;15;7
853;Emanuella Moura;Masculino;1993-03-03;32;Divorciado(a);Analista de RH;Tecnologia da Informação;2020-01-12;3731.99;Temporário;Superior Completo;Desligado;Cavalcanti de Nunes;BA;Sim;8.7;5;9
854;Vitor Hugo Souza;Masculino;1997-02-13;28;Casado(a);Estagiário de TI;Logística;2021-03-16;1500.03;Estágio;Ensino Médio;Ativo;Almeida de Pires;GO;Não;9.4;8;0
855;Davi Luiz Silva;Masculino;1987-10-04;37;Divorciado(a);Contador;Marketing;2001-01-24;4001.28;CLT;Superior Incompleto;Ativo;Mendes de da Mota;DF;Não;9.2;1;7
856;Mariana da Mata;Feminino;1981-08-26;43;Solteiro(a);Designer Gráfico;Logística;2024-04-22;3995.25;CLT;Superior Completo;Ativo;Pires do Galho;PE;Sim;8.9;15;4
857;Guilherme Moura;Feminino;1997-03-17;28;Solteiro(a);Desenvolvedor;Recursos Humanos;2018-08-12;5489.79;PJ;Superior Completo;Desligado;da Cunha do Galho;CE;Não;7.8;7;0
858;Clara Ribeiro;Masculino;1995-03-07;30;Solteiro(a);Assistente Administrativo;Logística;2009-11-20;2225.7;Estágio;Ensino Médio;Desligado;Monteiro;SP;Não;7.7;4;13
859;Srta. Maria Luiza Alves;Outro;1971-05-17;54;Viúvo(a);Estagiário de TI;Tecnologia da Informação;2017-07-24;1269.35;CLT;Superior Completo;Desligado;Azevedo;RS;Não;4.4;1;7
860;Cecília Oliveira;Masculino;1971-03-21;54;Solteiro(a);Designer Gráfico;Recursos Humanos;2005-06-30;3186.11;CLT;Ensino Médio;Ativo;Gonçalves da Praia;SP;Sim;0.6;14;5
861;Ryan Nunes;Feminino;1986-03-21;39;Solteiro(a);Auxiliar de Logística;Marketing;2011-05-11;1921.69;PJ;Superior Completo;Ativo;das Neves;GO;Não;4.8;3;2
862;Lucas Teixeira;Masculino;2002-12-29;22;Divorciado(a);Estagiário de TI;Tecnologia da Informação;2017-05-04;1496.96;Temporário;Superior Incompleto;Desligado;Fernandes;PR;Não;7.8;9;7
863;Pietra Cardoso;Outro;1973-05-20;52;Divorciado(a);Auxiliar de Logística;Administrativo;2005-07-03;1878.99;CLT;Ensino Médio;Desligado;da Cruz;PE;Não;2.8;6;4
864;Srta. Maysa Pires;Outro;2005-01-17;20;Casado(a);Coordenador de Marketing;Administrativo;2015-10-03;6435.38;CLT;Superior Completo;Ativo;Dias da Mata;SP;Sim;7.0;20;14
865;Vitor da Mota;Masculino;1967-08-28;57;Solteiro(a);Analista Financeiro;Recursos Humanos;2016-09-22;3540.6;Estágio;Superior Completo;Ativo;da Conceição;SP;Não;8.5;12;15
866;Esther da Conceição;Masculino;1989-11-09;35;Viúvo(a);Contador;Financeiro;2006-08-17;3611.04;PJ;Pós-graduação;Ativo;da Costa;PE;Sim;6.6;1;11
867;Lucas Costela;Masculino;1989-10-31;35;Divorciado(a);Coordenador de Marketing;Logística;2009-05-25;5257.9;CLT;Superior Completo;Desligado;Caldeira;PE;Sim;8.1;17;12
868;Nina Moura;Outro;1988-02-27;37;Divorciado(a);Estagiário de TI;Financeiro;2008-11-23;1454.3;Temporário;Superior Incompleto;Desligado;Pereira;CE;Sim;1.3;0;8
869;Felipe Lopes;Outro;1987-01-25;38;Divorciado(a);Desenvolvedor;Tecnologia da Informação;2024-10-15;6314.02;Temporário;Superior Completo;Desligado;Duarte do Sul;SP;Não;3.6;8;0
870;Amanda Cardoso;Masculino;1970-12-17;54;Divorciado(a);Designer Gráfico;Administrativo;2013-05-25;3345.68;Temporário;Superior Incompleto;Desligado;Campos;CE;Sim;4.4;14;1
871;Sr. Luiz Gustavo Campos;Feminino;1998-12-13;26;Viúvo(a);Estagiário de TI;Tecnologia da Informação;2017-10-17;1445.17;CLT;Superior Completo;Desligado;Oliveira;RJ;Não;1.8;8;8
872;Juan Vieira;Feminino;1995-02-09;30;Casado(a);Assistente Administrativo;Administrativo;2021-03-19;1922.15;CLT;Superior Incompleto;Ativo;da Cruz;SP;Sim;6.8;14;10
873;Vicente da Mota;Masculino;2002-09-07;22;Casado(a);Analista de RH;Administrativo;2005-08-20;3987.96;Temporário;Ensino Médio;Desligado;Silveira;DF;Sim;6.0;11;3
874;Noah Rezende;Masculino;1992-05-11;33;Viúvo(a);Desenvolvedor;Logística;2021-12-27;4232.35;PJ;Superior Completo;Desligado;Silva;PE;Sim;6.4;9;4
875;Luiz Felipe Silveira;Masculino;1993-04-25;32;Divorciado(a);Designer Gráfico;Marketing;2004-09-25;3369.48;Estágio;Superior Completo;Desligado;Almeida;PR;Sim;1.6;1;9
876;Luana Nunes;Masculino;1996-12-04;28;Solteiro(a);Desenvolvedor;Logística;2016-08-21;4634.44;Temporário;Superior Completo;Ativo;Cavalcanti Alegre;PE;Sim;6.6;4;12
877;Sabrina Cunha;Outro;1967-03-04;58;Solteiro(a);Desenvolvedor;Tecnologia da Informação;2008-08-16;5696.21;Estágio;Ensino Médio;Ativo;Cardoso do Norte;GO;Não;6.6;16;14
878;Lara Cardoso;Feminino;1965-10-18;59;Divorciado(a);Assistente Administrativo;Logística;2016-01-05;2005.15;PJ;Superior Completo;Ativo;Caldeira da Serra;BA;Sim;4.6;3;7
879;Heloísa Nunes;Feminino;1995-12-28;29;Viúvo(a);Auxiliar de Logística;Recursos Humanos;2022-06-14;1746.39;CLT;Superior Completo;Desligado;Lima;GO;Sim;4.5;13;7
880;Pedro Miguel Oliveira;Outro;1999-08-18;25;Casado(a);Estagiário de TI;Tecnologia da Informação;2001-10-31;1665.87;Estágio;Superior Incompleto;Desligado;Ribeiro de Goiás;PR;Não;3.1;2;13
881;Sr. Lorenzo Farias;Feminino;1988-01-01;37;Casado(a);Designer Gráfico;Financeiro;2018-03-30;3875.47;PJ;Superior Incompleto;Desligado;Cavalcanti do Galho;SP;Sim;1.2;8;15
882;Srta. Melissa Moura;Outro;1976-10-04;48;Solteiro(a);Gerente de Projetos;Recursos Humanos;2016-07-14;11169.29;CLT;Superior Incompleto;Ativo;Carvalho;MG;Não;9.0;11;4
883;Rebeca Dias;Feminino;1977-06-11;47;Casado(a);Coordenador de Marketing;Recursos Humanos;2000-10-10;5678.83;Temporário;Ensino Médio;Ativo;da Rocha;RJ;Não;9.5;13;14
884;Sr. Yago Carvalho;Outro;1997-08-31;27;Viúvo(a);Coordenador de Marketing;Financeiro;2005-10-05;6950.4;PJ;Ensino Médio;Ativo;Lopes;SP;Não;6.7;14;12
885;Marcela Mendes;Feminino;1975-05-19;50;Viúvo(a);Gerente de Projetos;Logística;2009-07-20;10612.67;Temporário;Ensino Médio;Ativo;da Luz;PR;Não;3.4;18;13
886;Augusto Mendes;Feminino;1966-07-13;58;Divorciado(a);Contador;Marketing;2024-10-24;5393.25;PJ;Ensino Médio;Ativo;Costela do Oeste;PE;Não;5.8;19;10
887;Ana Beatriz Nascimento;Masculino;1990-10-30;34;Divorciado(a);Coordenador de Marketing;Tecnologia da Informação;2003-05-26;4914.93;Temporário;Pós-graduação;Desligado;Peixoto do Galho;RS;Sim;2.9;8;3
888;Yuri Correia;Masculino;1979-08-22;45;Divorciado(a);Gerente de Projetos;Recursos Humanos;2002-02-10;8034.22;PJ;Ensino Médio;Ativo;Moura;DF;Sim;0.1;0;11
889;Helena da Rosa;Masculino;1989-07-17;35;Divorciado(a);Designer Gráfico;Financeiro;2011-08-12;4044.55;PJ;Pós-graduação;Desligado;Cavalcanti;RJ;Sim;4.4;13;15
890;Fernanda Novaes;Feminino;1982-01-27;43;Solteiro(a);Gerente de Projetos;Marketing;2020-07-05;10658.17;CLT;Superior Completo;Ativo;Freitas do Amparo;RS;Sim;3.3;16;10
891;Isabelly da Conceição;Feminino;1999-07-28;25;Viúvo(a);Estagiário de TI;Administrativo;2005-10-16;1666.23;Temporário;Ensino Médio;Desligado;Rezende;RJ;Não;1.9;17;1
892;Sofia Fernandes;Outro;1989-03-29;36;Solteiro(a);Assistente Administrativo;Tecnologia da Informação;2014-09-30;2210.44;PJ;Superior Incompleto;Desligado;Moraes do Campo;CE;Sim;4.8;5;15
893;Sophie da Cruz;Feminino;2000-08-17;24;Casado(a);Assistente Administrativo;Administrativo;2010-08-19;2413.1;PJ;Ensino Médio;Desligado;Campos;RJ;Não;5.6;6;5
894;Luiza Mendes;Masculino;1984-04-08;41;Viúvo(a);Coordenador de Marketing;Logística;2016-02-17;5831.02;PJ;Superior Completo;Desligado;Alves;DF;Sim;8.8;7;9
895;Juliana Dias;Outro;1994-04-10;31;Viúvo(a);Analista Financeiro;Administrativo;2024-10-12;3784.42;Temporário;Pós-graduação;Desligado;Castro;RJ;Sim;1.1;9;13
896;Raquel da Rocha;Feminino;1990-04-27;35;Divorciado(a);Assistente Administrativo;Administrativo;2013-12-16;2097.41;PJ;Pós-graduação;Desligado;Lima;RJ;Não;7.0;4;15
897;Gabriel da Conceição;Feminino;1965-03-30;60;Viúvo(a);Assistente Administrativo;Recursos Humanos;2008-03-24;2003.65;PJ;Pós-graduação;Ativo;Peixoto;DF;Não;2.6;10;13
898;Nicolas da Paz;Feminino;1982-12-10;42;Viúvo(a);Contador;Financeiro;2021-10-30;4151.75;CLT;Superior Completo;Desligado;Cunha do Sul;RS;Não;6.4;1;9
899;Gustavo Henrique Costa;Feminino;1976-12-06;48;Viúvo(a);Assistente Administrativo;Logística;2024-03-08;2412.94;PJ;Ensino Médio;Desligado;Pinto;MG;Sim;9.5;0;12
900;Sr. Diego Rodrigues;Masculino;1999-12-05;25;Divorciado(a);Auxiliar de Logística;Logística;2015-10-17;1544.43;CLT;Superior Incompleto;Desligado;Moreira;DF;Sim;9.9;17;12
901;Letícia Viana;Outro;1984-09-18;40;Casado(a);Coordenador de Marketing;Tecnologia da Informação;2007-01-07;7687.29;Temporário;Pós-graduação;Ativo;Rocha;DF;Sim;9.4;1;0
902;Noah Costela;Outro;1994-10-12;30;Solteiro(a);Estagiário de TI;Financeiro;2008-06-28;1674.81;CLT;Superior Incompleto;Desligado;Dias das Flores;PR;Sim;2.3;7;1
903;Ana Carolina Correia;Feminino;1994-07-25;30;Solteiro(a);Contador;Administrativo;2021-08-31;4501.88;Temporário;Ensino Médio;Ativo;Pires Alegre;RJ;Não;0.2;17;4
904;João Felipe Fernandes;Masculino;1977-03-02;48;Viúvo(a);Assistente Administrativo;Logística;2022-06-06;2401.51;Temporário;Pós-graduação;Ativo;da Mata de Carvalho;PR;Não;4.6;3;8
905;Clarice Aragão;Outro;1989-11-12;35;Viúvo(a);Contador;Marketing;2022-10-27;4573.84;PJ;Pós-graduação;Desligado;Pinto da Serra;CE;Não;9.1;17;7
906;Murilo Pinto;Feminino;2001-09-15;23;Solteiro(a);Analista Financeiro;Administrativo;2014-02-07;3787.29;Temporário;Ensino Médio;Desligado;Fernandes;RS;Sim;4.0;7;14
907;Marina Dias;Feminino;1967-02-23;58;Viúvo(a);Designer Gráfico;Recursos Humanos;2006-01-15;3892.79;Temporário;Superior Incompleto;Ativo;Lima de Minas;RJ;Sim;2.1;15;7
908;Gustavo Freitas;Masculino;1998-07-04;26;Casado(a);Contador;Logística;2007-11-18;5595.18;PJ;Ensino Médio;Desligado;Castro;PR;Não;3.1;10;4
909;Dr. Daniel Cavalcanti;Masculino;2003-03-20;22;Divorciado(a);Designer Gráfico;Logística;2023-11-11;3491.11;CLT;Superior Completo;Ativo;Teixeira;DF;Não;5.5;10;7
910;Isaac Araújo;Feminino;1975-05-15;50;Viúvo(a);Analista Financeiro;Logística;2021-07-12;4109.61;CLT;Ensino Médio;Desligado;Cardoso da Prata;RJ;Não;1.3;0;5
911;Eloah Cardoso;Outro;1993-10-16;31;Solteiro(a);Gerente de Projetos;Tecnologia da Informação;2013-02-19;9188.01;CLT;Ensino Médio;Desligado;Sales;CE;Sim;6.3;16;15
912;Sra. Kamilly Rocha;Masculino;1993-10-06;31;Viúvo(a);Contador;Recursos Humanos;2004-03-18;4241.88;Estágio;Superior Completo;Desligado;Aragão de Cardoso;DF;Não;6.2;11;5
913;Lorena da Conceição;Masculino;1987-09-30;37;Divorciado(a);Estagiário de TI;Administrativo;2012-07-15;1322.68;Temporário;Superior Completo;Desligado;Carvalho das Pedras;CE;Sim;9.4;4;5
914;Maria Fernanda Alves;Outro;1985-01-11;40;Viúvo(a);Analista de RH;Marketing;2004-05-02;3124.45;PJ;Pós-graduação;Ativo;Rocha de Almeida;SP;Não;7.0;6;3
915;Vicente da Rocha;Outro;2003-08-29;21;Viúvo(a);Auxiliar de Logística;Recursos Humanos;2017-10-04;1542.78;Estágio;Superior Incompleto;Ativo;Martins de Dias;BA;Sim;3.4;0;6
916;Dra. Carolina Fogaça;Feminino;1989-09-02;35;Divorciado(a);Contador;Logística;2007-12-01;5323.31;Temporário;Pós-graduação;Desligado;Jesus;DF;Sim;0.8;4;3
917;Sr. Joaquim Campos;Outro;1987-11-19;37;Casado(a);Coordenador de Marketing;Tecnologia da Informação;2018-11-13;5420.28;CLT;Superior Incompleto;Desligado;Rocha;BA;Não;9.7;19;15
918;Beatriz Rocha;Masculino;1991-10-30;33;Casado(a);Analista de RH;Tecnologia da Informação;2015-09-12;3983.63;CLT;Superior Incompleto;Ativo;Cardoso;MG;Não;8.7;10;2
919;Alana Pereira;Masculino;1971-12-10;53;Casado(a);Estagiário de TI;Financeiro;2024-07-19;1455.24;Estágio;Superior Completo;Desligado;Azevedo;DF;Sim;2.4;12;12
920;Otávio Souza;Feminino;1990-11-14;34;Viúvo(a);Auxiliar de Logística;Marketing;2008-07-28;2087.05;Temporário;Ensino Médio;Ativo;da Conceição de Minas;MG;Não;7.1;13;14
921;Nathan Nunes;Feminino;1972-03-10;53;Divorciado(a);Desenvolvedor;Logística;2022-04-25;6699.29;Temporário;Superior Incompleto;Ativo;Souza das Pedras;BA;Não;7.7;11;13
922;Francisco Silva;Masculino;1966-07-05;58;Casado(a);Contador;Marketing;2015-12-22;3947.51;CLT;Superior Incompleto;Desligado;da Cunha;BA;Sim;0.1;9;10
923;Miguel Fernandes;Masculino;1984-12-01;40;Divorciado(a);Coordenador de Marketing;Logística;2015-12-10;7725.47;Temporário;Ensino Médio;Desligado;Cavalcanti;CE;Não;0.4;8;8
924;Srta. Joana Ramos;Outro;1979-06-24;45;Solteiro(a);Designer Gráfico;Recursos Humanos;2000-11-26;4267.42;Estágio;Pós-graduação;Desligado;Almeida de Goiás;MG;Não;7.5;20;3
925;Yuri Nascimento;Masculino;1986-06-04;38;Divorciado(a);Analista de RH;Logística;2020-08-13;3841.4;PJ;Superior Incompleto;Ativo;Ramos;RJ;Não;8.3;3;1
926;Thales Sales;Feminino;2000-02-26;25;Solteiro(a);Auxiliar de Logística;Recursos Humanos;2008-02-25;2100.52;Temporário;Superior Incompleto;Ativo;Viana;BA;Não;9.0;5;11
927;Manuela Rodrigues;Outro;1981-02-26;44;Solteiro(a);Contador;Financeiro;2003-06-22;5594.29;CLT;Ensino Médio;Ativo;Silveira;DF;Sim;7.3;2;5
928;Heitor Campos;Feminino;1972-01-01;53;Solteiro(a);Coordenador de Marketing;Logística;2009-06-08;5195.39;Estágio;Superior Incompleto;Ativo;Fogaça;PR;Não;5.6;3;10
929;João Pedro Freitas;Feminino;1993-07-05;31;Solteiro(a);Designer Gráfico;Financeiro;2016-11-27;2949.88;CLT;Superior Incompleto;Ativo;Fogaça Paulista;MG;Não;5.9;0;5
930;João Gomes;Masculino;1983-04-21;42;Casado(a);Auxiliar de Logística;Financeiro;2015-09-28;1556.89;PJ;Superior Completo;Ativo;da Cruz do Oeste;MG;Não;0.5;9;5
931;João Vitor Aragão;Feminino;1968-10-15;56;Casado(a);Designer Gráfico;Marketing;2006-03-13;3503.77;PJ;Superior Completo;Ativo;Nunes;MG;Não;2.6;14;8
932;Dr. Vitor Hugo Novaes;Masculino;2003-07-10;21;Viúvo(a);Auxiliar de Logística;Logística;2024-03-24;1754.53;Estágio;Superior Incompleto;Ativo;Monteiro;GO;Não;1.6;18;6
933;Yuri Almeida;Outro;1986-01-18;39;Viúvo(a);Auxiliar de Logística;Administrativo;2022-05-16;2067.64;Temporário;Superior Incompleto;Desligado;Barros;DF;Não;0.9;6;8
934;Daniel da Costa;Masculino;1973-08-26;51;Viúvo(a);Coordenador de Marketing;Recursos Humanos;2016-09-16;7726.72;PJ;Pós-graduação;Ativo;da Mota de Farias;CE;Não;3.7;12;1
935;Otávio Rodrigues;Feminino;2000-05-14;25;Solteiro(a);Auxiliar de Logística;Recursos Humanos;2017-11-13;1611.13;Estágio;Superior Completo;Desligado;Jesus do Campo;RJ;Sim;9.1;9;5
936;Sra. Ana Barros;Feminino;2001-10-03;23;Casado(a);Analista de RH;Financeiro;2016-03-27;3713.83;Estágio;Pós-graduação;Desligado;Vieira das Flores;CE;Sim;2.5;11;10
937;Yuri Dias;Feminino;1979-04-28;46;Viúvo(a);Coordenador de Marketing;Recursos Humanos;2022-12-08;7897.68;PJ;Ensino Médio;Desligado;Carvalho de Minas;PE;Não;9.5;12;0
938;Raul Cavalcanti;Masculino;1974-08-20;50;Casado(a);Coordenador de Marketing;Logística;2008-09-19;7878.32;PJ;Superior Incompleto;Ativo;Nunes de Dias;BA;Sim;9.7;9;4
939;Emanuella Pires;Feminino;1988-12-08;36;Viúvo(a);Contador;Tecnologia da Informação;2010-12-10;4651.47;PJ;Superior Incompleto;Ativo;Souza do Norte;PR;Não;0.8;7;6
940;Maria Fernanda Costa;Feminino;1994-08-26;30;Solteiro(a);Assistente Administrativo;Tecnologia da Informação;2024-02-13;2279.3;Temporário;Ensino Médio;Desligado;Carvalho de da Mata;MG;Não;1.0;17;12
941;Vicente Ferreira;Outro;1967-02-23;58;Casado(a);Analista Financeiro;Administrativo;2000-11-13;3752.58;Estágio;Superior Incompleto;Ativo;Pires Verde;PE;Sim;3.2;4;12
942;Clarice da Rosa;Feminino;1986-10-02;38;Divorciado(a);Contador;Logística;2018-08-20;4484.63;CLT;Superior Completo;Desligado;Jesus Grande;GO;Sim;2.2;19;5
943;Sophie Castro;Masculino;1968-12-18;56;Divorciado(a);Auxiliar de Logística;Marketing;2013-05-24;1851.02;CLT;Pós-graduação;Ativo;Pinto;RS;Sim;5.0;1;6
944;Lorenzo Nogueira;Feminino;1996-08-10;28;Viúvo(a);Desenvolvedor;Marketing;2010-10-15;5152.2;PJ;Pós-graduação;Ativo;Oliveira do Amparo;PR;Não;3.9;15;1
945;Isadora Cardoso;Feminino;1993-07-02;31;Viúvo(a);Gerente de Projetos;Tecnologia da Informação;2005-12-27;8991.08;CLT;Pós-graduação;Ativo;Rocha do Sul;BA;Sim;6.6;12;0
946;Mariane Barros;Masculino;1965-07-21;59;Divorciado(a);Gerente de Projetos;Logística;2007-08-27;9534.85;Estágio;Ensino Médio;Desligado;Alves de das Neves;PE;Não;7.7;9;13
947;Marcelo Dias;Feminino;2000-05-04;25;Solteiro(a);Designer Gráfico;Financeiro;2014-04-08;3653.5;Estágio;Superior Completo;Desligado;Peixoto da Praia;RJ;Sim;9.8;17;12
948;Anthony Vieira;Outro;1981-11-03;43;Solteiro(a);Gerente de Projetos;Recursos Humanos;2000-09-09;8685.58;Temporário;Superior Incompleto;Desligado;Silva de Duarte;PE;Sim;4.6;1;3
949;Srta. Maria Campos;Feminino;1965-01-12;60;Viúvo(a);Auxiliar de Logística;Recursos Humanos;2000-05-20;2122.42;Temporário;Superior Completo;Desligado;Azevedo;BA;Não;7.7;0;8
950;Maria Eduarda Costela;Masculino;2004-08-07;20;Divorciado(a);Auxiliar de Logística;Financeiro;2000-11-28;1512.26;Temporário;Superior Completo;Ativo;Rezende da Serra;GO;Sim;3.6;1;12
951;Eloah Pereira;Masculino;1979-10-24;45;Casado(a);Desenvolvedor;Logística;2022-07-12;4283.72;PJ;Pós-graduação;Desligado;Mendes do Oeste;PR;Não;9.7;19;7
952;Sra. Emilly Barros;Outro;1973-10-21;51;Viúvo(a);Analista de RH;Recursos Humanos;2011-02-14;2989.88;CLT;Superior Incompleto;Ativo;Cardoso Grande;PE;Sim;3.4;20;9
953;Raquel da Mota;Feminino;2003-07-04;21;Viúvo(a);Analista de RH;Tecnologia da Informação;2008-03-27;3925.54;Temporário;Ensino Médio;Desligado;da Rosa;RJ;Sim;5.7;9;7
954;Rafaela Dias;Outro;2000-09-29;24;Solteiro(a);Auxiliar de Logística;Logística;2012-02-23;1831.04;Estágio;Superior Completo;Ativo;Rezende;PR;Sim;6.0;5;9
955;Sra. Luiza Costela;Feminino;1983-01-24;42;Solteiro(a);Contador;Tecnologia da Informação;2012-09-09;3546.8;Estágio;Superior Incompleto;Desligado;Pinto;PR;Não;6.0;20;10
956;Bryan Monteiro;Masculino;1985-05-09;40;Casado(a);Assistente Administrativo;Recursos Humanos;2022-12-29;2296.31;PJ;Ensino Médio;Desligado;Azevedo;GO;Não;5.9;20;10
957;Gustavo Henrique Ribeiro;Outro;1979-08-18;45;Viúvo(a);Analista Financeiro;Logística;2022-11-20;3025.13;Temporário;Superior Completo;Desligado;Viana do Galho;CE;Sim;4.6;15;6
958;Srta. Maria Vitória Rocha;Outro;1969-07-05;55;Casado(a);Contador;Marketing;2005-12-02;4507.35;CLT;Pós-graduação;Desligado;Peixoto;RJ;Sim;7.5;16;11
959;Milena Fogaça;Feminino;1978-03-18;47;Divorciado(a);Auxiliar de Logística;Financeiro;2006-03-24;1972.15;CLT;Superior Incompleto;Ativo;Duarte;GO;Não;5.6;13;0
